courseCode,sectionId,sectionNumber,semesterId,sessionId,beginDate,endDate,creditHours,capacity,currentEnrollment,status,permCount,meetingDays,meetingDaysRaw,startTime,endTime,room,instructors
"FHS 010  CM","FHS 010  CM-09 SP2026","09","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","15","Closed","16","Tue;Thu","--T-R--","11:00","12:15","CM KRV 103","Venit-Shelton, Tamara"
"FHS 010  CM","FHS 010  CM-10 SP2026","10","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","16","Closed","18","Tue;Thu","--T-R--","08:10","09:25","CM KRV 103","Michon, Daniel"
"FHS 010  CM","FHS 010  CM-11 SP2026","11","SP2026","SP2026","2026-01-20","2026-05-15","1.0","16","16","Closed","0","Tue;Thu","--T-R--","14:45","16:00","CM RN 102","Ferguson, Jauhara Iram"
"FIN 301B CM","FIN 301B CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.25","25","13","Open","12","","-------","00:00","00:00","CM ARR ","Shah, Prag"
"FIN 330  CM","FIN 330  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","16","R","1","Tue;Thu","--T-R--","13:15","14:30","CM RS 104","Meulbroek, Lisa"
"FIN 350  CM","FIN 350  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","13","Open","15","Tue;Thu","--T-R--","09:35","10:50","CM BC 36","Dass, Nishant"
"FIN 410  CM","FIN 410  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","16","Open","7","Mon;Wed","-M-W---","13:15","14:30","CM BC 2","Gillen, Benjamin J"
"FLAN191  SC","FLAN191  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","35","0","Open","0","","-------","00:00","00:00","SC ARR ","Staff, Scripps"
"FLAN191  SC","FLAN191  SC-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","1","1","Closed","0","","-------","00:00","00:00","SC ARR ARR","Bacsan, Gabriela"
"FLAN191  SC","FLAN191  SC-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","1","1","Closed","0","","-------","00:00","00:00","SC ARR ARR","Bacsan, Gabriela"
"FLAN191  SC","FLAN191  SC-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","1.0","1","1","Closed","0","","-------","00:00","00:00","SC ARR ARR","Arteaga, Claudia"
"FREN001  SC","FREN001  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","9","Open","0","Mon;Tue;Wed;Thu","-MTWR--","10:00","10:50","SC BL 203","Everett, Julin"
"FREN001L SC","FREN001L SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","3","Open","0","Thu","----R--","16:15","17:00","SC BL 203","Everett, Julin"
"FREN001L SC","FREN001L SC-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","6","Open","0","Mon","-M-----","17:45","18:30","SC BL 203","Everett, Julin"
"FREN002  PO","FREN002  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","15","Closed","12","Mon;Tue;Wed;Thu","-MTWR--","09:00","09:50","PO ESTE 2393","Dahi, Bana Marine"
"FREN002  PZ","FREN002  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","11","Open","0","Mon;Tue;Wed;Thu","-MTWR--","10:00","10:50","PZ SKD P105","Catan, Fely"
"FREN002  PZ","FREN002  PZ-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","15","Open","0","Mon;Tue;Wed;Thu","-MTWR--","11:00","11:50","PZ SKD P105","Catan, Fely"
"FREN002L CM","FREN002L CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","8","Closed","2","Tue","--T----","16:15","17:00","CM KRV 168","Hamrani, Lilia Tassadit"
"FREN002L CM","FREN002L CM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","4","Open","0","Wed","---W---","15:30","16:15","CM BC 23","Hamrani, Lilia Tassadit"
"FREN002L CM","FREN002L CM-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","8","Closed","0","Thu","----R--","17:00","17:45","CM KRV 168","Hamrani, Lilia Tassadit"
"FREN011  PO","FREN011  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.25","15","3","Open","5","Mon;Wed","-M-W---","16:15","17:15","PO OLDB FREN","Gallardo, Adan"
"FREN013  PO","FREN013  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.25","15","0","Open","5","Tue;Thu","--T-R--","16:15","17:15","PO OLDB FREN","Gallardo, Adan"
"FREN033  CM","FREN033  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","17","11","Open","0","Mon;Tue;Wed;Thu","-MTWR--","11:00","11:50","CM KRV 166","Shelton, Marie-Denise"
"FREN033  PO","FREN033  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","9","Open","6","Mon;Tue;Wed;Thu","-MTWR--","10:00","10:50","PO ESTE 2393","Dahi, Bana Marine"
"FREN033  SC","FREN033  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","15","R","9","Mon;Tue;Wed;Thu","-MTWR--","10:00","10:50","SC BL 219","Rolland, Christelle"
"FREN033  SC","FREN033  SC-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","4","Open","0","Mon;Tue;Wed;Thu","-MTWR--","13:15","14:05","SC BL 220","Rachlin, Nathalie M."
"FREN033L CM","FREN033L CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","6","Open","1","Tue","--T----","17:01","17:45","CM KRV 168","Hamrani, Lilia Tassadit"
"FREN033L CM","FREN033L CM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","6","R","0","Mon","-M-----","16:15","17:00","CM BC 23","Hamrani, Lilia Tassadit"
"FREN033L SC","FREN033L SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","3","Open","1","Tue","--T----","15:30","16:15","SC BL 203","Everett, Julin"
"FREN033L SC","FREN033L SC-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","2","Open","0","Thu","----R--","17:00","17:45","SC BL 208","Everett, Julin"
"FREN033L SC","FREN033L SC-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","8","Closed","0","Wed","---W---","17:45","18:30","SC BL 203","Everett, Julin"
"FREN033L SC","FREN033L SC-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","8","Closed","0","Wed","---W---","16:15","17:00","SC BL 203","Everett, Julin"
"FREN044  PO","FREN044  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","10","Open","0","Tue;Thu","--T-R--","09:35","10:50","PO HN 107","Pouzet-Duzer, Virginie"
"FREN044  PO","FREN044  PO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","3","Open","0","Mon;Wed","-M-W---","13:15","14:30","PO MA 1","Muzart, Thomas"
"FREN044  SC","FREN044  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","12","11","Open","1","Mon;Wed","-M-W---","14:45","16:00","SC BL 218","Rachlin, Nathalie M."
"FREN044  SC","FREN044  SC-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","12","10","R","3","Tue;Thu","--T-R--","11:00","12:15","SC BL 208","Curulla, Annelle"
"FREN044L CM","FREN044L CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","8","8","Closed","3","Mon","-M-----","17:00","17:45","CM BC 23","Hamrani, Lilia Tassadit"
"FREN044L SC","FREN044L SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","15","12","R","0","Wed","---W---","17:00","17:45","SC BL 218","Everett, Julin"
"FREN100  CM","FREN100  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","7","Open","0","Mon;Wed","-M-W---","13:15","14:30","CM KRV 103","Aitel, Fazia"
"FREN101  PO","FREN101  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","12","8","Open","0","Tue;Thu","--T-R--","09:35","10:50","PO MA 220","Abecassis, Jack I."
"FREN102  PO","FREN102  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","17","Closed","7","Mon;Wed","-M-W---","11:00","12:15","PO HIVE 124","Muzart, Thomas"
"FREN107  SC","FREN107  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","12","3","Open","0","Mon;Wed","-M-W---","14:45","16:00","SC BL 203","Everett, Julin"
"FREN125  SC","FREN125  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","6","Wed","---W---","14:45","17:30","SC HM 103","Lemoine, France"
"FREN142  SC","FREN142  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","15","Open","0","Tue;Thu","--T-R--","13:15","14:30","SC BL 219","Curulla, Annelle"
"FREN150C PO","FREN150C PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","12","4","Open","0","Tue","--T----","13:15","16:00","PO MA 220","Abecassis, Jack I."
"FREN184  PO","FREN184  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","7","Open","11","Thu","----R--","13:15","16:00","PO HN 204","Pouzet-Duzer, Virginie"
"FREN191  PO","FREN191  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","100","1","Open","2","","-------","00:00","00:00","PO ARR ARR","Pouzet-Duzer, Virginie"
"FREN191  SC","FREN191  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","35","1","Open","0","","-------","00:00","00:00","SC ARR ","Staff, Scripps"
"FREN191  SC","FREN191  SC-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","1","1","Closed","0","","-------","00:00","00:00","SC ARR ARR","Vettier, Chloe"
"FREN191  SC","FREN191  SC-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","1","1","Closed","0","","-------","00:00","00:00","SC ARR ARR","Everett, Julin"
"FREN192  PO","FREN192  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","20","1","Open","0","","-------","00:00","00:00","PO ARR ARR","Pouzet-Duzer, Virginie"
"FREN193  PO","FREN193  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","100","8","Open","10","","-------","00:00","00:00","PO ARR ARR","Pouzet-Duzer, Virginie"
"FWS 010  CM","FWS 010  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","2","Mon;Wed","-M-W---","09:35","10:50","CM KRV 166","Davidson, Megan"
"FWS 010  CM","FWS 010  CM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","14","Closed","18","Tue;Thu","--T-R--","13:15","14:30","CM BC 2","Gaffney, Paul"
"FWS 010  CM","FWS 010  CM-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","17","Tue;Thu","--T-R--","16:15","17:30","CM KRV 167","Gaffney, Paul"
"FWS 010  CM","FWS 010  CM-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","9","Wed","---W---","14:45","17:30","CM KRV 166","Laser, Jessica Rae"
"FWS 010  CM","FWS 010  CM-05 SP2026","05","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","9","Mon;Wed","-M-W---","16:15","17:30","CM KRV 161","Lerer, Seth"
"FWS 010  CM","FWS 010  CM-06 SP2026","06","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","11","Closed","6","Tue;Thu","--T-R--","13:15","14:30","CM RS 103","Martinez, Mellissa A."
"FWS 010  CM","FWS 010  CM-07 SP2026","07","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","12","Closed","6","Tue;Thu","--T-R--","14:45","16:00","CM RS 103","Martinez, Mellissa A."
"FWS 010  CM","FWS 010  CM-08 SP2026","08","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","14","Closed","10","Wed","---W---","14:45","17:30","CM RN 15","Morrison, James E."
"FWS 010  CM","FWS 010  CM-09 SP2026","09","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","11","Mon;Wed","-M-W---","11:00","12:15","CM KRV 167","Connelly, Thomas J."
"FWS 010  CM","FWS 010  CM-10 SP2026","10","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","8","Mon;Wed","-M-W---","14:45","16:00","CM KRV 167","Davidson, Megan"
"FWS 010  CM","FWS 010  CM-12 SP2026","12","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","0","Mon;Wed","-M-W---","13:15","14:30","CM RS 103","von Hallberg, Robert"
"FWS 010  CM","FWS 010  CM-13 SP2026","13","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","2","Tue;Thu","--T-R--","08:10","09:25","CM RS 105","Lai, Yi_Shun"
"FWS 010  CM","FWS 010  CM-14 SP2026","14","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","13","Closed","4","Tue;Thu","--T-R--","09:35","10:50","CM RS 105","Lai, Yi_Shun"
"GEOL015  PO","GEOL015  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","13","15","Closed","54","Mon;Wed","-M-W---","11:00","12:15","PO EDMS 248","Reinen, Linda A."
"GEOL015  PO","GEOL015  PO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","13","12","Closed","16","Tue;Thu","--T-R--","09:35","10:50","PO EDMS 248","Reinen, Linda A."
"GEOL020A PO","GEOL020A PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","11","16","Closed","26","Mon;Wed","-M-W---","11:00","12:15","PO EDMS 130","Moore, Nicole E"
"GEOL020ALPO","GEOL020ALPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","18","16","Closed","1","Mon","-M-----","13:15","16:00","PO EDMS 130","Moore, Nicole E"
"GEOL020D PO","GEOL020D PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","30","37","Closed","62","Tue;Thu","--T-R--","13:15","14:30","PO EDMS 130","Gaines, Robert R."
"GEOL111  PO","GEOL111  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","12","7","Closed","1","Thu","----R--","13:15","16:00","PO EDMS 248","Grosfils, Eric B."
"GEOL125  PO","GEOL125  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","15","Closed","5","Mon;Wed;Fri","-M-W-F-","09:00","09:50","PO EDMS 136","Gaines, Robert R."
"GEOL125 LPO","GEOL125 LPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","15","15","Closed","4","Wed","---W---","13:15","16:00","PO EDMS 136","Gaines, Robert R."
"GEOL129  PO","GEOL129  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","4","Open","0","Mon;Wed;Fri","-M-W-F-","10:00","10:50","PO EDMS 248","Grosfils, Eric B."
"GEOL129 LPO","GEOL129 LPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","15","4","Open","0","Mon","-M-----","13:15","16:00","PO EDMS 248","Grosfils, Eric B."
"GEOL181  PO","GEOL181  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","7","Open","0","Tue;Thu","--T-R--","11:00","12:15","PO EDMS 136","Moore, Nicole E"
"GEOL181 LPO","GEOL181 LPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","18","7","Open","0","Thu","----R--","13:15","16:00","PO EDMS 136","Moore, Nicole E"
"GEOL192  PO","GEOL192  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","10","3","Open","0","","-------","00:00","00:00","PO ARR ARR","Moore, Nicole E"
"GERM002  PO","GERM002  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","10","Open","0","Tue;Thu","--T-R--","09:35","10:50","PO MA 3","Rindisbacher, Hans J."
"GERM002  PO","GERM002  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","10","Open","0","Tue;Thu","--T-R--","09:35","10:50","PO MA 3","Rindisbacher, Hans J."
"GERM002  SC","GERM002  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","16","7","Open","0","Mon;Wed","-M-W---","11:00","11:50","SC HM 104","Vennemann, Kevin"
"GERM002  SC","GERM002  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","16","7","Open","0","Mon;Wed","-M-W---","11:00","11:50","SC HM 104","Vennemann, Kevin"
"GERM011  PO","GERM011  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.25","15","1","Open","0","Mon;Wed","-M-W---","16:15","17:15","PO OLDB GERM","Gallardo, Adan"
"GERM012  SC","GERM012  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.25","10","7","Open","0","Tue;Thu","--T-R--","16:15","17:15","SC HM 105","Vennemann, Kevin"
"GERM013  PO","GERM013  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.25","15","4","Open","2","Tue;Thu","--T-R--","16:15","17:15","PO OLDB GERM","Gallardo, Adan"
"GERM044  PO","GERM044  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","10","10","Closed","3","Mon;Wed","-M-W---","11:00","12:15","PO MA 3","von Schwerin-High, Friederike"
"GERM044  SC","GERM044  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","10","6","Open","0","Tue;Thu","--T-R--","14:45","16:00","SC HM 105","Katz, Marc"
"GERM101  PO","GERM101  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","5","Open","0","Mon;Wed","-M-W---","14:45","16:00","PO MA 1","von Schwerin-High, Friederike"
"GERM191  PO","GERM191  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","3","1","Open","1","","-------","00:00","00:00","PO ARR ARR","Rindisbacher, Hans J."
"GERM191  PO","GERM191  PO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.5","3","0","Open","0","","-------","00:00","00:00","PO ARR ARR","von Schwerin-High, Friederike"
"GERM191  SC","GERM191  SC-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","35","0","Open","0","","-------","00:00","00:00","SC ARR ","Staff, Scripps"
"GFS 026  PZ","GFS 026  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","15","Closed","4","Tue;Thu","--T-R--","13:15","14:30","PZ BH 207","Aghdasifar, Tahereh"
"GFS 040  PZ","GFS 040  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","13","R","1","Tue","--T----","14:45","17:30","PZ AV 204","Aghdasifar, Tahereh"
"GLAS001  PZ","GLAS001  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.25","20","14","Open","1","Mon","-M-----","16:15","17:45","PZ SKD P105","Gilman, Sarah"
"GLAS101  PZ","GLAS101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","20","5","Open","1","Thu","----R--","12:30","14:45","PZ AV 201","Peterson, Tessa Hicks"
"GLAS101  PZ","GLAS101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","20","5","Open","1","Thu","----R--","12:30","14:45","PZ AV 201","Peterson, Tessa Hicks"
"GLAS101  PZ","GLAS101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","20","5","Open","1","Thu","----R--","12:30","14:45","PZ AV 201","Peterson, Tessa Hicks"
"GLAS101  PZ","GLAS101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","20","5","Open","1","Thu","----R--","12:30","14:45","PZ AV 201","Peterson, Tessa Hicks"
"GLAS101  PZ","GLAS101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","20","5","Open","1","Thu","----R--","12:30","14:45","PZ AV 201","Peterson, Tessa Hicks"
"GLAS101  PZ","GLAS101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","20","5","Open","1","Thu","----R--","12:30","14:45","PZ AV 201","Peterson, Tessa Hicks"
"GLAS101  PZ","GLAS101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","20","5","Open","1","Thu","----R--","12:30","14:45","PZ AV 201","Peterson, Tessa Hicks"
"GOVT020  CM","GOVT020  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","19","Closed","26","Mon;Wed","-M-W---","08:10","09:25","CM RS 102","Muravchik, Stephanie"
"GOVT020  CM","GOVT020  CM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","38","Mon;Wed","-M-W---","09:35","10:50","CM RS 102","Muravchik, Stephanie"
"GOVT020  CM","GOVT020  CM-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","25","Tue;Thu","--T-R--","09:35","10:50","CM RN 12","Vargas Nunez, Cesar Daniel"
"GOVT020  CM","GOVT020  CM-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","27","Mon;Wed","-M-W---","13:15","14:30","CM RN 103","Watts, Levi J"
"GOVT020  CM","GOVT020  CM-05 SP2026","05","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","17","Mon;Wed","-M-W---","16:15","17:30","CM RN 103","Watts, Levi J"
"GOVT020  CM","GOVT020  CM-06 SP2026","06","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","15","R","22","Tue;Thu","--T-R--","11:00","12:15","CM KRV 164","TerBeek, Calvin J"
"GOVT020  CM","GOVT020  CM-07 SP2026","07","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","17","R","25","Mon;Wed","-M-W---","09:35","10:50","CM KRV 103","Watts, Levi J"
"GOVT020  CM","GOVT020  CM-08 SP2026","08","SP2026","SP2026","2026-01-20","2026-05-15","1.0","17","17","Closed","25","Tue;Thu","--T-R--","14:45","16:00","CM KRV 103","Fortner, Michael"
"GOVT041  CM","GOVT041  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","18","0","Open","0","Tue;Thu","--T-R--","18:30","20:30","CM RN 15","Gardner, Marcie"
"GOVT041B CM","GOVT041B CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","18","18","Closed","20","Tue;Thu","--T-R--","18:30","18:30","CM RN 15","Gardner, Marcie"
"GOVT055  CM","GOVT055  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","10","Tue;Thu","--T-R--","11:00","12:15","CM RN 12","Vargas Nunez, Cesar Daniel"
"GOVT060  CM","GOVT060  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","14","Mon;Wed","-M-W---","14:45","16:00","CM KRV 161","Pei, Minxin"
"GOVT070  CM","GOVT070  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","19","Closed","19","Mon;Wed","-M-W---","11:00","12:15","CM RDSC 133","Branch, Jordan Nathaniel"
"GOVT070  CM","GOVT070  CM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","20","Mon;Wed","-M-W---","13:15","14:30","CM KRV 161","Branch, Jordan Nathaniel"
"GOVT070H CM","GOVT070H CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","15","Closed","4","Tue;Thu","--T-R--","09:35","10:50","CM KRV 166","Taw, Jennifer"
"GOVT071  CM","GOVT071  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","18","5","Open","6","","-------","00:00","00:00","  ","Taw, Jennifer"
"GOVT080  CM","GOVT080  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","17","R","16","Tue;Thu","--T-R--","11:00","12:15","CM KRV 161","Blitz, Mark"
"GOVT080  CM","GOVT080  CM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","12","Tue;Thu","--T-R--","09:35","10:50","CM KRV 103","Evrigenis, Ioannis"
"GOVT080  CM","GOVT080  CM-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","15","R","19","Mon;Wed","-M-W---","08:10","09:25","CM RN 102","Nadon, Christopher"
"GOVT100  CM","GOVT100  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","6","7","Closed","5","Mon;Wed","-M-W---","13:15","14:30","CM CC PLAB","Courser, Zachary C."
"GOVT101  CM","GOVT101  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","20","Closed","22","Mon;Wed","-M-W---","09:35","10:50","CM RN 15","Pitney, John J."
"GOVT102  CM","GOVT102  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","17","R","18","Mon;Wed","-M-W---","11:00","12:15","CM RN 15","Pitney, John J."
"GOVT103  CM","GOVT103  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","20","Closed","28","Tue;Thu","--T-R--","13:15","14:30","CM RS 102","Rose, Shanna"
"GOVT104  CM","GOVT104  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","15","R","18","Tue;Thu","--T-R--","09:35","10:50","CM RS 103","TerBeek, Calvin J"
"GOVT112B CM","GOVT112B CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","20","Closed","30","Mon;Wed","-M-W---","11:00","12:15","CM KRV 161","Thomas, George"
"GOVT117  CM","GOVT117  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","14","R","19","Mon;Wed","-M-W---","14:45","16:00","CM RS 105","Miller, Kenneth"
"GOVT131  CM","GOVT131  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","20","Closed","2","Mon;Wed","-M-W---","09:35","10:51","CM RN 104","Bou Nassif, Hicham"
"GOVT137  CM","GOVT137  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","19","Closed","16","Mon","-M-----","14:45","17:30","CM RS 104","Muravchik, Stephanie"
"GOVT137A CM","GOVT137A CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","13","Open","8","Wed","---W---","14:45","17:30","CM RN 102","McHenry, Thomas J.P."
"GOVT142  CM","GOVT142  CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","17","R","17","Tue;Thu","--T-R--","14:45","16:00","CM RS 102","Jones, Terril"
"GOVT142C CM","GOVT142C CM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","17","R","18","Mon;Wed","-M-W---","11:00","12:15","CM RN 104","Bou Nassif, Hicham"
